experiment,model_name,optimizer,optimizer_params,num_epochs,train_batch_size,val_batch_size,model_params,early_stopping_patience,best_model_path,best_roc_auc,train_roc_auc,val_roc_auc
exp_RNN_adam_lr_001_rnn_units128_tpu32_bd0,RNN_RNN,adam,{'lr': 0.001},20,128,128,"{'features': ['pre_since_opened', 'pre_since_confirmed', 'pre_pterm', 'pre_fterm', 'pre_till_pclose', 'pre_till_fclose', 'pre_loans_credit_limit', 'pre_loans_next_pay_summ', 'pre_loans_outstanding', 'pre_loans_total_overdue', 'pre_loans_max_overdue_sum', 'pre_loans_credit_cost_rate', 'pre_loans5', 'pre_loans530', 'pre_loans3060', 'pre_loans6090', 'pre_loans90', 'is_zero_loans5', 'is_zero_loans530', 'is_zero_loans3060', 'is_zero_loans6090', 'is_zero_loans90', 'pre_util', 'pre_over2limit', 'pre_maxover2limit', 'is_zero_util', 'is_zero_over2limit', 'is_zero_maxover2limit', 'enc_paym_0', 'enc_paym_1', 'enc_paym_2', 'enc_paym_3', 'enc_paym_4', 'enc_paym_5', 'enc_paym_6', 'enc_paym_7', 'enc_paym_8', 'enc_paym_9', 'enc_paym_10', 'enc_paym_11', 'enc_paym_12', 'enc_paym_13', 'enc_paym_14', 'enc_paym_15', 'enc_paym_16', 'enc_paym_17', 'enc_paym_18', 'enc_paym_19', 'enc_paym_20', 'enc_paym_21', 'enc_paym_22', 'enc_paym_23', 'enc_paym_24', 'enc_loans_account_holder_type', 'enc_loans_credit_status', 'enc_loans_credit_type', 'enc_loans_account_cur', 'pclose_flag', 'fclose_flag'], 'embedding_projections': {'pre_since_opened': (np.int64(20), 9), 'pre_since_confirmed': (np.int64(18), 8), 'pre_pterm': (np.int64(18), 8), 'pre_fterm': (np.int64(17), 8), 'pre_till_pclose': (np.int64(17), 8), 'pre_till_fclose': (np.int64(16), 8), 'pre_loans_credit_limit': (np.int64(20), 9), 'pre_loans_next_pay_summ': (np.int64(8), 5), 'pre_loans_outstanding': (np.int64(6), 4), 'pre_loans_total_overdue': (np.int64(2), 2), 'pre_loans_max_overdue_sum': (np.int64(4), 3), 'pre_loans_credit_cost_rate': (np.int64(14), 7), 'pre_loans5': (np.int64(18), 8), 'pre_loans530': (np.int64(20), 9), 'pre_loans3060': (np.int64(10), 6), 'pre_loans6090': (np.int64(6), 4), 'pre_loans90': (np.int64(20), 9), 'is_zero_loans5': (np.int64(2), 2), 'is_zero_loans530': (np.int64(2), 2), 'is_zero_loans3060': (np.int64(2), 2), 'is_zero_loans6090': (np.int64(2), 2), 'is_zero_loans90': (np.int64(2), 2), 'pre_util': (np.int64(20), 9), 'pre_over2limit': (np.int64(20), 9), 'pre_maxover2limit': (np.int64(20), 9), 'is_zero_util': (np.int64(2), 2), 'is_zero_over2limit': (np.int64(2), 2), 'is_zero_maxover2limit': (np.int64(2), 2), 'enc_paym_0': (np.int64(4), 3), 'enc_paym_1': (np.int64(4), 3), 'enc_paym_2': (np.int64(4), 3), 'enc_paym_3': (np.int64(4), 3), 'enc_paym_4': (np.int64(4), 3), 'enc_paym_5': (np.int64(4), 3), 'enc_paym_6': (np.int64(4), 3), 'enc_paym_7': (np.int64(4), 3), 'enc_paym_8': (np.int64(4), 3), 'enc_paym_9': (np.int64(4), 3), 'enc_paym_10': (np.int64(4), 3), 'enc_paym_11': (np.int64(5), 4), 'enc_paym_12': (np.int64(4), 3), 'enc_paym_13': (np.int64(4), 3), 'enc_paym_14': (np.int64(4), 3), 'enc_paym_15': (np.int64(4), 3), 'enc_paym_16': (np.int64(4), 3), 'enc_paym_17': (np.int64(4), 3), 'enc_paym_18': (np.int64(4), 3), 'enc_paym_19': (np.int64(4), 3), 'enc_paym_20': (np.int64(5), 4), 'enc_paym_21': (np.int64(4), 3), 'enc_paym_22': (np.int64(4), 3), 'enc_paym_23': (np.int64(4), 3), 'enc_paym_24': (np.int64(5), 4), 'enc_loans_account_holder_type': (np.int64(7), 5), 'enc_loans_credit_status': (np.int64(7), 5), 'enc_loans_credit_type': (np.int64(8), 5), 'enc_loans_account_cur': (np.int64(4), 3), 'pclose_flag': (np.int64(2), 2), 'fclose_flag': (np.int64(2), 2)}, 'rnn_units': 128, 'top_classifier_units': 32, 'bidirectional': False, 'num_layers': 1, 'dropout': 0.0}",3,,-inf,"[np.float64(0.7526598068332025), np.float64(0.7497387008499743), np.float64(0.7678147327839494), np.float64(0.7689158863743308), np.float64(0.7710551303844444)]","[np.float64(0.7513609403189551), np.float64(0.7484131490406674), np.float64(0.7645974459121805), np.float64(0.7660755200218831), np.float64(0.7665541419334343)]"
exp_RNN_adam_lr_001_rnn_units64_tpu32_bd0,RNN_RNN,adam,{'lr': 0.001},20,128,128,"{'features': ['pre_since_opened', 'pre_since_confirmed', 'pre_pterm', 'pre_fterm', 'pre_till_pclose', 'pre_till_fclose', 'pre_loans_credit_limit', 'pre_loans_next_pay_summ', 'pre_loans_outstanding', 'pre_loans_total_overdue', 'pre_loans_max_overdue_sum', 'pre_loans_credit_cost_rate', 'pre_loans5', 'pre_loans530', 'pre_loans3060', 'pre_loans6090', 'pre_loans90', 'is_zero_loans5', 'is_zero_loans530', 'is_zero_loans3060', 'is_zero_loans6090', 'is_zero_loans90', 'pre_util', 'pre_over2limit', 'pre_maxover2limit', 'is_zero_util', 'is_zero_over2limit', 'is_zero_maxover2limit', 'enc_paym_0', 'enc_paym_1', 'enc_paym_2', 'enc_paym_3', 'enc_paym_4', 'enc_paym_5', 'enc_paym_6', 'enc_paym_7', 'enc_paym_8', 'enc_paym_9', 'enc_paym_10', 'enc_paym_11', 'enc_paym_12', 'enc_paym_13', 'enc_paym_14', 'enc_paym_15', 'enc_paym_16', 'enc_paym_17', 'enc_paym_18', 'enc_paym_19', 'enc_paym_20', 'enc_paym_21', 'enc_paym_22', 'enc_paym_23', 'enc_paym_24', 'enc_loans_account_holder_type', 'enc_loans_credit_status', 'enc_loans_credit_type', 'enc_loans_account_cur', 'pclose_flag', 'fclose_flag'], 'embedding_projections': {'pre_since_opened': (np.int64(20), 9), 'pre_since_confirmed': (np.int64(18), 8), 'pre_pterm': (np.int64(18), 8), 'pre_fterm': (np.int64(17), 8), 'pre_till_pclose': (np.int64(17), 8), 'pre_till_fclose': (np.int64(16), 8), 'pre_loans_credit_limit': (np.int64(20), 9), 'pre_loans_next_pay_summ': (np.int64(8), 5), 'pre_loans_outstanding': (np.int64(6), 4), 'pre_loans_total_overdue': (np.int64(2), 2), 'pre_loans_max_overdue_sum': (np.int64(4), 3), 'pre_loans_credit_cost_rate': (np.int64(14), 7), 'pre_loans5': (np.int64(18), 8), 'pre_loans530': (np.int64(20), 9), 'pre_loans3060': (np.int64(10), 6), 'pre_loans6090': (np.int64(6), 4), 'pre_loans90': (np.int64(20), 9), 'is_zero_loans5': (np.int64(2), 2), 'is_zero_loans530': (np.int64(2), 2), 'is_zero_loans3060': (np.int64(2), 2), 'is_zero_loans6090': (np.int64(2), 2), 'is_zero_loans90': (np.int64(2), 2), 'pre_util': (np.int64(20), 9), 'pre_over2limit': (np.int64(20), 9), 'pre_maxover2limit': (np.int64(20), 9), 'is_zero_util': (np.int64(2), 2), 'is_zero_over2limit': (np.int64(2), 2), 'is_zero_maxover2limit': (np.int64(2), 2), 'enc_paym_0': (np.int64(4), 3), 'enc_paym_1': (np.int64(4), 3), 'enc_paym_2': (np.int64(4), 3), 'enc_paym_3': (np.int64(4), 3), 'enc_paym_4': (np.int64(4), 3), 'enc_paym_5': (np.int64(4), 3), 'enc_paym_6': (np.int64(4), 3), 'enc_paym_7': (np.int64(4), 3), 'enc_paym_8': (np.int64(4), 3), 'enc_paym_9': (np.int64(4), 3), 'enc_paym_10': (np.int64(4), 3), 'enc_paym_11': (np.int64(5), 4), 'enc_paym_12': (np.int64(4), 3), 'enc_paym_13': (np.int64(4), 3), 'enc_paym_14': (np.int64(4), 3), 'enc_paym_15': (np.int64(4), 3), 'enc_paym_16': (np.int64(4), 3), 'enc_paym_17': (np.int64(4), 3), 'enc_paym_18': (np.int64(4), 3), 'enc_paym_19': (np.int64(4), 3), 'enc_paym_20': (np.int64(5), 4), 'enc_paym_21': (np.int64(4), 3), 'enc_paym_22': (np.int64(4), 3), 'enc_paym_23': (np.int64(4), 3), 'enc_paym_24': (np.int64(5), 4), 'enc_loans_account_holder_type': (np.int64(7), 5), 'enc_loans_credit_status': (np.int64(7), 5), 'enc_loans_credit_type': (np.int64(8), 5), 'enc_loans_account_cur': (np.int64(4), 3), 'pclose_flag': (np.int64(2), 2), 'fclose_flag': (np.int64(2), 2)}, 'rnn_units': 64, 'top_classifier_units': 32, 'bidirectional': False, 'num_layers': 1, 'dropout': 0.0}",3,,-inf,"[np.float64(0.7530449204972737), np.float64(0.7579610991310177), np.float64(0.7636222506891802), np.float64(0.7665377835133805)]","[np.float64(0.7534411638804922), np.float64(0.7567834677042204), np.float64(0.7614003697996536), np.float64(0.7635190596208301)]"
exp_RNN_adam_lr_001_rnn_units128_tpu32_bd1,RNN_RNN,adam,{'lr': 0.001},20,128,128,"{'features': ['pre_since_opened', 'pre_since_confirmed', 'pre_pterm', 'pre_fterm', 'pre_till_pclose', 'pre_till_fclose', 'pre_loans_credit_limit', 'pre_loans_next_pay_summ', 'pre_loans_outstanding', 'pre_loans_total_overdue', 'pre_loans_max_overdue_sum', 'pre_loans_credit_cost_rate', 'pre_loans5', 'pre_loans530', 'pre_loans3060', 'pre_loans6090', 'pre_loans90', 'is_zero_loans5', 'is_zero_loans530', 'is_zero_loans3060', 'is_zero_loans6090', 'is_zero_loans90', 'pre_util', 'pre_over2limit', 'pre_maxover2limit', 'is_zero_util', 'is_zero_over2limit', 'is_zero_maxover2limit', 'enc_paym_0', 'enc_paym_1', 'enc_paym_2', 'enc_paym_3', 'enc_paym_4', 'enc_paym_5', 'enc_paym_6', 'enc_paym_7', 'enc_paym_8', 'enc_paym_9', 'enc_paym_10', 'enc_paym_11', 'enc_paym_12', 'enc_paym_13', 'enc_paym_14', 'enc_paym_15', 'enc_paym_16', 'enc_paym_17', 'enc_paym_18', 'enc_paym_19', 'enc_paym_20', 'enc_paym_21', 'enc_paym_22', 'enc_paym_23', 'enc_paym_24', 'enc_loans_account_holder_type', 'enc_loans_credit_status', 'enc_loans_credit_type', 'enc_loans_account_cur', 'pclose_flag', 'fclose_flag'], 'embedding_projections': {'pre_since_opened': (np.int64(20), 9), 'pre_since_confirmed': (np.int64(18), 8), 'pre_pterm': (np.int64(18), 8), 'pre_fterm': (np.int64(17), 8), 'pre_till_pclose': (np.int64(17), 8), 'pre_till_fclose': (np.int64(16), 8), 'pre_loans_credit_limit': (np.int64(20), 9), 'pre_loans_next_pay_summ': (np.int64(8), 5), 'pre_loans_outstanding': (np.int64(6), 4), 'pre_loans_total_overdue': (np.int64(2), 2), 'pre_loans_max_overdue_sum': (np.int64(4), 3), 'pre_loans_credit_cost_rate': (np.int64(14), 7), 'pre_loans5': (np.int64(18), 8), 'pre_loans530': (np.int64(20), 9), 'pre_loans3060': (np.int64(10), 6), 'pre_loans6090': (np.int64(6), 4), 'pre_loans90': (np.int64(20), 9), 'is_zero_loans5': (np.int64(2), 2), 'is_zero_loans530': (np.int64(2), 2), 'is_zero_loans3060': (np.int64(2), 2), 'is_zero_loans6090': (np.int64(2), 2), 'is_zero_loans90': (np.int64(2), 2), 'pre_util': (np.int64(20), 9), 'pre_over2limit': (np.int64(20), 9), 'pre_maxover2limit': (np.int64(20), 9), 'is_zero_util': (np.int64(2), 2), 'is_zero_over2limit': (np.int64(2), 2), 'is_zero_maxover2limit': (np.int64(2), 2), 'enc_paym_0': (np.int64(4), 3), 'enc_paym_1': (np.int64(4), 3), 'enc_paym_2': (np.int64(4), 3), 'enc_paym_3': (np.int64(4), 3), 'enc_paym_4': (np.int64(4), 3), 'enc_paym_5': (np.int64(4), 3), 'enc_paym_6': (np.int64(4), 3), 'enc_paym_7': (np.int64(4), 3), 'enc_paym_8': (np.int64(4), 3), 'enc_paym_9': (np.int64(4), 3), 'enc_paym_10': (np.int64(4), 3), 'enc_paym_11': (np.int64(5), 4), 'enc_paym_12': (np.int64(4), 3), 'enc_paym_13': (np.int64(4), 3), 'enc_paym_14': (np.int64(4), 3), 'enc_paym_15': (np.int64(4), 3), 'enc_paym_16': (np.int64(4), 3), 'enc_paym_17': (np.int64(4), 3), 'enc_paym_18': (np.int64(4), 3), 'enc_paym_19': (np.int64(4), 3), 'enc_paym_20': (np.int64(5), 4), 'enc_paym_21': (np.int64(4), 3), 'enc_paym_22': (np.int64(4), 3), 'enc_paym_23': (np.int64(4), 3), 'enc_paym_24': (np.int64(5), 4), 'enc_loans_account_holder_type': (np.int64(7), 5), 'enc_loans_credit_status': (np.int64(7), 5), 'enc_loans_credit_type': (np.int64(8), 5), 'enc_loans_account_cur': (np.int64(4), 3), 'pclose_flag': (np.int64(2), 2), 'fclose_flag': (np.int64(2), 2)}, 'rnn_units': 128, 'top_classifier_units': 32, 'bidirectional': True, 'num_layers': 1, 'dropout': 0.0}",3,,-inf,"[np.float64(0.758589242620887), np.float64(0.7586174082707401), np.float64(0.76768261802881), np.float64(0.7666943564373953), np.float64(0.7716326392130061)]","[np.float64(0.7582050846460944), np.float64(0.757878626589773), np.float64(0.7662881077620883), np.float64(0.7644904975906717), np.float64(0.768627430326765)]"
exp_RNN_adam_lr_001_rnn_units128_tpu32_bd0_dp2,RNN_RNN,adam,{'lr': 0.001},20,128,128,"{'features': ['pre_since_opened', 'pre_since_confirmed', 'pre_pterm', 'pre_fterm', 'pre_till_pclose', 'pre_till_fclose', 'pre_loans_credit_limit', 'pre_loans_next_pay_summ', 'pre_loans_outstanding', 'pre_loans_total_overdue', 'pre_loans_max_overdue_sum', 'pre_loans_credit_cost_rate', 'pre_loans5', 'pre_loans530', 'pre_loans3060', 'pre_loans6090', 'pre_loans90', 'is_zero_loans5', 'is_zero_loans530', 'is_zero_loans3060', 'is_zero_loans6090', 'is_zero_loans90', 'pre_util', 'pre_over2limit', 'pre_maxover2limit', 'is_zero_util', 'is_zero_over2limit', 'is_zero_maxover2limit', 'enc_paym_0', 'enc_paym_1', 'enc_paym_2', 'enc_paym_3', 'enc_paym_4', 'enc_paym_5', 'enc_paym_6', 'enc_paym_7', 'enc_paym_8', 'enc_paym_9', 'enc_paym_10', 'enc_paym_11', 'enc_paym_12', 'enc_paym_13', 'enc_paym_14', 'enc_paym_15', 'enc_paym_16', 'enc_paym_17', 'enc_paym_18', 'enc_paym_19', 'enc_paym_20', 'enc_paym_21', 'enc_paym_22', 'enc_paym_23', 'enc_paym_24', 'enc_loans_account_holder_type', 'enc_loans_credit_status', 'enc_loans_credit_type', 'enc_loans_account_cur', 'pclose_flag', 'fclose_flag'], 'embedding_projections': {'pre_since_opened': (np.int64(20), 9), 'pre_since_confirmed': (np.int64(18), 8), 'pre_pterm': (np.int64(18), 8), 'pre_fterm': (np.int64(17), 8), 'pre_till_pclose': (np.int64(17), 8), 'pre_till_fclose': (np.int64(16), 8), 'pre_loans_credit_limit': (np.int64(20), 9), 'pre_loans_next_pay_summ': (np.int64(8), 5), 'pre_loans_outstanding': (np.int64(6), 4), 'pre_loans_total_overdue': (np.int64(2), 2), 'pre_loans_max_overdue_sum': (np.int64(4), 3), 'pre_loans_credit_cost_rate': (np.int64(14), 7), 'pre_loans5': (np.int64(18), 8), 'pre_loans530': (np.int64(20), 9), 'pre_loans3060': (np.int64(10), 6), 'pre_loans6090': (np.int64(6), 4), 'pre_loans90': (np.int64(20), 9), 'is_zero_loans5': (np.int64(2), 2), 'is_zero_loans530': (np.int64(2), 2), 'is_zero_loans3060': (np.int64(2), 2), 'is_zero_loans6090': (np.int64(2), 2), 'is_zero_loans90': (np.int64(2), 2), 'pre_util': (np.int64(20), 9), 'pre_over2limit': (np.int64(20), 9), 'pre_maxover2limit': (np.int64(20), 9), 'is_zero_util': (np.int64(2), 2), 'is_zero_over2limit': (np.int64(2), 2), 'is_zero_maxover2limit': (np.int64(2), 2), 'enc_paym_0': (np.int64(4), 3), 'enc_paym_1': (np.int64(4), 3), 'enc_paym_2': (np.int64(4), 3), 'enc_paym_3': (np.int64(4), 3), 'enc_paym_4': (np.int64(4), 3), 'enc_paym_5': (np.int64(4), 3), 'enc_paym_6': (np.int64(4), 3), 'enc_paym_7': (np.int64(4), 3), 'enc_paym_8': (np.int64(4), 3), 'enc_paym_9': (np.int64(4), 3), 'enc_paym_10': (np.int64(4), 3), 'enc_paym_11': (np.int64(5), 4), 'enc_paym_12': (np.int64(4), 3), 'enc_paym_13': (np.int64(4), 3), 'enc_paym_14': (np.int64(4), 3), 'enc_paym_15': (np.int64(4), 3), 'enc_paym_16': (np.int64(4), 3), 'enc_paym_17': (np.int64(4), 3), 'enc_paym_18': (np.int64(4), 3), 'enc_paym_19': (np.int64(4), 3), 'enc_paym_20': (np.int64(5), 4), 'enc_paym_21': (np.int64(4), 3), 'enc_paym_22': (np.int64(4), 3), 'enc_paym_23': (np.int64(4), 3), 'enc_paym_24': (np.int64(5), 4), 'enc_loans_account_holder_type': (np.int64(7), 5), 'enc_loans_credit_status': (np.int64(7), 5), 'enc_loans_credit_type': (np.int64(8), 5), 'enc_loans_account_cur': (np.int64(4), 3), 'pclose_flag': (np.int64(2), 2), 'fclose_flag': (np.int64(2), 2)}, 'rnn_units': 128, 'top_classifier_units': 32, 'bidirectional': False, 'num_layers': 1, 'dropout': 0.2}",3,,-inf,"[np.float64(0.7520276987203682), np.float64(0.755042955678844), np.float64(0.7652240214622579), np.float64(0.7679262523450685)]","[np.float64(0.7510614339832307), np.float64(0.7520971589554059), np.float64(0.7629905701059692), np.float64(0.7658412869194383)]"
exp_RNN_adam_lr_001_rnn_units128_tpu32_bd0_dp5,RNN_RNN,adam,{'lr': 0.001},20,128,128,"{'features': ['pre_since_opened', 'pre_since_confirmed', 'pre_pterm', 'pre_fterm', 'pre_till_pclose', 'pre_till_fclose', 'pre_loans_credit_limit', 'pre_loans_next_pay_summ', 'pre_loans_outstanding', 'pre_loans_total_overdue', 'pre_loans_max_overdue_sum', 'pre_loans_credit_cost_rate', 'pre_loans5', 'pre_loans530', 'pre_loans3060', 'pre_loans6090', 'pre_loans90', 'is_zero_loans5', 'is_zero_loans530', 'is_zero_loans3060', 'is_zero_loans6090', 'is_zero_loans90', 'pre_util', 'pre_over2limit', 'pre_maxover2limit', 'is_zero_util', 'is_zero_over2limit', 'is_zero_maxover2limit', 'enc_paym_0', 'enc_paym_1', 'enc_paym_2', 'enc_paym_3', 'enc_paym_4', 'enc_paym_5', 'enc_paym_6', 'enc_paym_7', 'enc_paym_8', 'enc_paym_9', 'enc_paym_10', 'enc_paym_11', 'enc_paym_12', 'enc_paym_13', 'enc_paym_14', 'enc_paym_15', 'enc_paym_16', 'enc_paym_17', 'enc_paym_18', 'enc_paym_19', 'enc_paym_20', 'enc_paym_21', 'enc_paym_22', 'enc_paym_23', 'enc_paym_24', 'enc_loans_account_holder_type', 'enc_loans_credit_status', 'enc_loans_credit_type', 'enc_loans_account_cur', 'pclose_flag', 'fclose_flag'], 'embedding_projections': {'pre_since_opened': (np.int64(20), 9), 'pre_since_confirmed': (np.int64(18), 8), 'pre_pterm': (np.int64(18), 8), 'pre_fterm': (np.int64(17), 8), 'pre_till_pclose': (np.int64(17), 8), 'pre_till_fclose': (np.int64(16), 8), 'pre_loans_credit_limit': (np.int64(20), 9), 'pre_loans_next_pay_summ': (np.int64(8), 5), 'pre_loans_outstanding': (np.int64(6), 4), 'pre_loans_total_overdue': (np.int64(2), 2), 'pre_loans_max_overdue_sum': (np.int64(4), 3), 'pre_loans_credit_cost_rate': (np.int64(14), 7), 'pre_loans5': (np.int64(18), 8), 'pre_loans530': (np.int64(20), 9), 'pre_loans3060': (np.int64(10), 6), 'pre_loans6090': (np.int64(6), 4), 'pre_loans90': (np.int64(20), 9), 'is_zero_loans5': (np.int64(2), 2), 'is_zero_loans530': (np.int64(2), 2), 'is_zero_loans3060': (np.int64(2), 2), 'is_zero_loans6090': (np.int64(2), 2), 'is_zero_loans90': (np.int64(2), 2), 'pre_util': (np.int64(20), 9), 'pre_over2limit': (np.int64(20), 9), 'pre_maxover2limit': (np.int64(20), 9), 'is_zero_util': (np.int64(2), 2), 'is_zero_over2limit': (np.int64(2), 2), 'is_zero_maxover2limit': (np.int64(2), 2), 'enc_paym_0': (np.int64(4), 3), 'enc_paym_1': (np.int64(4), 3), 'enc_paym_2': (np.int64(4), 3), 'enc_paym_3': (np.int64(4), 3), 'enc_paym_4': (np.int64(4), 3), 'enc_paym_5': (np.int64(4), 3), 'enc_paym_6': (np.int64(4), 3), 'enc_paym_7': (np.int64(4), 3), 'enc_paym_8': (np.int64(4), 3), 'enc_paym_9': (np.int64(4), 3), 'enc_paym_10': (np.int64(4), 3), 'enc_paym_11': (np.int64(5), 4), 'enc_paym_12': (np.int64(4), 3), 'enc_paym_13': (np.int64(4), 3), 'enc_paym_14': (np.int64(4), 3), 'enc_paym_15': (np.int64(4), 3), 'enc_paym_16': (np.int64(4), 3), 'enc_paym_17': (np.int64(4), 3), 'enc_paym_18': (np.int64(4), 3), 'enc_paym_19': (np.int64(4), 3), 'enc_paym_20': (np.int64(5), 4), 'enc_paym_21': (np.int64(4), 3), 'enc_paym_22': (np.int64(4), 3), 'enc_paym_23': (np.int64(4), 3), 'enc_paym_24': (np.int64(5), 4), 'enc_loans_account_holder_type': (np.int64(7), 5), 'enc_loans_credit_status': (np.int64(7), 5), 'enc_loans_credit_type': (np.int64(8), 5), 'enc_loans_account_cur': (np.int64(4), 3), 'pclose_flag': (np.int64(2), 2), 'fclose_flag': (np.int64(2), 2)}, 'rnn_units': 128, 'top_classifier_units': 32, 'bidirectional': False, 'num_layers': 1, 'dropout': 0.5}",3,,-inf,"[np.float64(0.7537309087612494), np.float64(0.763366966731606), np.float64(0.7663767533293384), np.float64(0.7704585944214257)]","[np.float64(0.7526740124942398), np.float64(0.7616474133329909), np.float64(0.764307867591277), np.float64(0.7672368162312526)]"
